city,month,type,value
临汾,201501.csv,O3,30.67
临汾,201501.csv,PM10,178.94
临汾,201501.csv,PM2.5,119.01
临汾,201501.csv,SO2,236.06
临沂,201501.csv,AQI,164.03
临沂,201501.csv,CO,1.95
临沂,201501.csv,NO2,64.95
临沂,201501.csv,O3,27.59
临沂,201501.csv,PM10,192.44
临沂,201501.csv,PM2.5,127.28
临沂,201501.csv,SO2,65.78
临沧,201501.csv,AQI,61.57
临沧,201501.csv,CO,1.94
临沧,201501.csv,NO2,23.68
临沧,201501.csv,O3,46.04
临沧,201501.csv,PM10,59.75
临沧,201501.csv,PM2.5,39.6
临沧,201501.csv,SO2,12.31
丹东,201501.csv,AQI,88.58
丹东,201501.csv,CO,1.9
丹东,201501.csv,NO2,36.58
丹东,201501.csv,O3,25.15
丹东,201501.csv,PM10,94.05
丹东,201501.csv,PM2.5,63.9
丹东,201501.csv,SO2,83.81
丽水,201501.csv,AQI,96.36
丽水,201501.csv,CO,0.98
丽水,201501.csv,NO2,52.48
丽水,201501.csv,O3,38.98
丽水,201501.csv,PM10,102.37
丽水,201501.csv,PM2.5,70.89
丽水,201501.csv,SO2,24.53
丽江,201501.csv,AQI,30.74
丽江,201501.csv,CO,0.82
丽江,201501.csv,NO2,10.2
丽江,201501.csv,O3,62.96
丽江,201501.csv,PM10,30.02
丽江,201501.csv,PM2.5,15.51
丽江,201501.csv,SO2,7.56
义乌,201501.csv,AQI,129.4
义乌,201501.csv,CO,1.4
义乌,201501.csv,NO2,59.85
义乌,201501.csv,O3,22.19
义乌,201501.csv,PM10,151.0
义乌,201501.csv,PM2.5,98.37
义乌,201501.csv,SO2,35.95
乌兰察布,201501.csv,AQI,83.13
乌兰察布,201501.csv,CO,1.31
乌兰察布,201501.csv,NO2,44.41
乌兰察布,201501.csv,O3,38.71
乌兰察布,201501.csv,PM10,94.85
乌兰察布,201501.csv,PM2.5,55.94
乌兰察布,201501.csv,SO2,48.22
乌海,201501.csv,AQI,111.76
乌海,201501.csv,CO,1.48
乌海,201501.csv,NO2,42.08
乌海,201501.csv,O3,43.28
乌海,201501.csv,PM10,155.66
乌海,201501.csv,PM2.5,72.23
乌海,201501.csv,SO2,109.66
乌鲁木齐,201501.csv,AQI,147.05
乌鲁木齐,201501.csv,CO,2.62
乌鲁木齐,201501.csv,NO2,79.23
乌鲁木齐,201501.csv,O3,10.15
乌鲁木齐,201501.csv,PM10,158.86
乌鲁木齐,201501.csv,PM2.5,112.79
乌鲁木齐,201501.csv,SO2,38.91
乐山,201501.csv,AQI,148.89
乐山,201501.csv,CO,1.51
乐山,201501.csv,NO2,43.79
乐山,201501.csv,O3,15.54
乐山,201501.csv,PM10,146.34
乐山,201501.csv,PM2.5,114.15
乐山,201501.csv,SO2,30.07
九江,201501.csv,AQI,103.2
九江,201501.csv,CO,1.35
九江,201501.csv,NO2,49.18
九江,201501.csv,O3,25.57
九江,201501.csv,PM10,123.17
九江,201501.csv,PM2.5,75.06
九江,201501.csv,SO2,57.69
乳山,201501.csv,AQI,100.7
乳山,201501.csv,CO,1.1
乳山,201501.csv,NO2,18.32
乳山,201501.csv,O3,33.84
乳山,201501.csv,PM10,95.32
乳山,201501.csv,PM2.5,74.02
乳山,201501.csv,SO2,43.43
云浮,201501.csv,AQI,77.76
云浮,201501.csv,CO,1.41
云浮,201501.csv,NO2,42.26
云浮,201501.csv,O3,35.33
云浮,201501.csv,PM10,87.89
云浮,201501.csv,PM2.5,51.49
云浮,201501.csv,SO2,32.9
五家渠,201501.csv,AQI,109.9
五家渠,201501.csv,CO,2.25
五家渠,201501.csv,NO2,50.13
五家渠,201501.csv,O3,21.47
五家渠,201501.csv,PM10,122.27
五家渠,201501.csv,PM2.5,78.0
五家渠,201501.csv,SO2,44.39
亳州,201501.csv,AQI,108.37
亳州,201501.csv,CO,1.23
亳州,201501.csv,NO2,43.27
亳州,201501.csv,O3,40.52
亳州,201501.csv,PM10,102.1
亳州,201501.csv,PM2.5,80.39
亳州,201501.csv,SO2,37.12
伊春,201501.csv,AQI,67.76
伊春,201501.csv,CO,0.74
伊春,201501.csv,NO2,37.05
伊春,201501.csv,O3,34.36
伊春,201501.csv,PM10,80.27
伊春,201501.csv,PM2.5,42.6
伊春,201501.csv,SO2,22.99
伊犁哈萨克州,201501.csv,AQI,104.24
伊犁哈萨克州,201501.csv,CO,3.39
伊犁哈萨克州,201501.csv,NO2,51.37
伊犁哈萨克州,201501.csv,O3,23.81
伊犁哈萨克州,201501.csv,PM10,107.71
伊犁哈萨克州,201501.csv,PM2.5,76.74
伊犁哈萨克州,201501.csv,SO2,37.91
佛山,201501.csv,AQI,80.91
佛山,201501.csv,CO,1.25
佛山,201501.csv,NO2,63.55
佛山,201501.csv,O3,36.45
佛山,201501.csv,PM10,87.56
佛山,201501.csv,PM2.5,59.29
佛山,201501.csv,SO2,25.18
佳木斯,201501.csv,AQI,89.57
佳木斯,201501.csv,CO,1.54
佳木斯,201501.csv,NO2,32.55
佳木斯,201501.csv,O3,38.21
佳木斯,201501.csv,PM10,94.67
佳木斯,201501.csv,PM2.5,66.65
佳木斯,201501.csv,SO2,18.97
保定,201501.csv,AQI,243.91
保定,201501.csv,CO,4.16
保定,201501.csv,NO2,73.84
保定,201501.csv,O3,21.28
保定,201501.csv,PM10,312.48
保定,201501.csv,PM2.5,199.06
保定,201501.csv,SO2,137.62
保山,201501.csv,AQI,79.8
保山,201501.csv,CO,1.26
保山,201501.csv,NO2,24.21
保山,201501.csv,O3,46.29
保山,201501.csv,PM10,80.74
保山,201501.csv,PM2.5,57.68
保山,201501.csv,SO2,23.23
信阳,201501.csv,AQI,151.76
信阳,201501.csv,CO,1.29
信阳,201501.csv,NO2,54.47
信阳,201501.csv,O3,37.62
信阳,201501.csv,PM10,173.16
信阳,201501.csv,PM2.5,117.12
信阳,201501.csv,SO2,31.95
克州,201501.csv,AQI,105.96
克州,201501.csv,CO,1.57
克州,201501.csv,NO2,21.03
克州,201501.csv,O3,79.41
克州,201501.csv,PM10,145.66
克州,201501.csv,PM2.5,59.01
克州,201501.csv,SO2,24.34
克拉玛依,201501.csv,AQI,72.53
克拉玛依,201501.csv,CO,1.71
克拉玛依,201501.csv,NO2,28.94
克拉玛依,201501.csv,O3,55.75
克拉玛依,201501.csv,PM10,84.57
克拉玛依,201501.csv,PM2.5,50.34
克拉玛依,201501.csv,SO2,7.23
六安,201501.csv,AQI,91.61
六安,201501.csv,CO,0.96
六安,201501.csv,NO2,30.47
六安,201501.csv,O3,39.1
六安,201501.csv,PM10,103.82
六安,201501.csv,PM2.5,66.45
六安,201501.csv,SO2,17.16
六盘水,201501.csv,AQI,100.58
六盘水,201501.csv,CO,0.99
六盘水,201501.csv,NO2,29.52
六盘水,201501.csv,O3,24.61
六盘水,201501.csv,PM10,100.82
六盘水,201501.csv,PM2.5,75.2
六盘水,201501.csv,SO2,24.27
兰州,201501.csv,AQI,96.78
兰州,201501.csv,CO,2.52
兰州,201501.csv,NO2,59.62
兰州,201501.csv,O3,33.06
兰州,201501.csv,PM10,122.04
兰州,201501.csv,PM2.5,65.38
兰州,201501.csv,SO2,45.66
兴安盟,201501.csv,AQI,69.5
兴安盟,201501.csv,CO,0.84
兴安盟,201501.csv,NO2,24.45
兴安盟,201501.csv,O3,42.59
兴安盟,201501.csv,PM10,70.85
兴安盟,201501.csv,PM2.5,47.53
兴安盟,201501.csv,SO2,22.17
内江,201501.csv,AQI,166.84
内江,201501.csv,CO,1.01
内江,201501.csv,NO2,31.74
内江,201501.csv,O3,27.04
内江,201501.csv,PM10,158.91
内江,201501.csv,PM2.5,128.52
内江,201501.csv,SO2,27.71
凉山州,201501.csv,AQI,60.7
凉山州,201501.csv,CO,1.04
凉山州,201501.csv,NO2,32.64
凉山州,201501.csv,O3,55.48
凉山州,201501.csv,PM10,65.02
凉山州,201501.csv,PM2.5,41.48
凉山州,201501.csv,SO2,30.79
包头,201501.csv,AQI,108.55
包头,201501.csv,CO,2.32
包头,201501.csv,NO2,54.27
包头,201501.csv,O3,24.26
包头,201501.csv,PM10,148.56
包头,201501.csv,PM2.5,75.24
包头,201501.csv,SO2,75.23
北京,201501.csv,AQI,129.96
北京,201501.csv,CO,1.98
北京,201501.csv,NO2,69.07
北京,201501.csv,O3,22.7
北京,201501.csv,PM10,127.3
北京,201501.csv,PM2.5,99.83
北京,201501.csv,SO2,35.41
北海,201501.csv,AQI,75.6
北海,201501.csv,CO,1.38
北海,201501.csv,NO2,21.48
北海,201501.csv,O3,81.23
北海,201501.csv,PM10,74.26
北海,201501.csv,PM2.5,54.0
北海,201501.csv,SO2,12.16
十堰,201501.csv,AQI,123.6
十堰,201501.csv,CO,1.0
十堰,201501.csv,NO2,65.9
十堰,201501.csv,O3,33.08
十堰,201501.csv,PM10,136.39
十堰,201501.csv,PM2.5,92.81
十堰,201501.csv,SO2,51.96
南京,201501.csv,AQI,131.8
南京,201501.csv,CO,1.33
南京,201501.csv,NO2,67.13
南京,201501.csv,O3,22.29
南京,201501.csv,PM10,155.89
南京,201501.csv,PM2.5,98.25
南京,201501.csv,SO2,30.39
南充,201501.csv,AQI,149.55
南充,201501.csv,CO,1.4
南充,201501.csv,NO2,34.33
南充,201501.csv,O3,24.45
南充,201501.csv,PM10,154.64
南充,201501.csv,PM2.5,113.82
南充,201501.csv,SO2,21.85
南宁,201501.csv,AQI,96.67
南宁,201501.csv,CO,1.16
南宁,201501.csv,NO2,47.09
南宁,201501.csv,O3,45.54
南宁,201501.csv,PM10,112.2
南宁,201501.csv,PM2.5,71.15
南宁,201501.csv,SO2,18.36
南平,201501.csv,AQI,74.2
南平,201501.csv,CO,1.54
南平,201501.csv,NO2,14.81
南平,201501.csv,O3,33.77
南平,201501.csv,PM10,76.21
南平,201501.csv,PM2.5,52.08
南平,201501.csv,SO2,28.1
南昌,201501.csv,AQI,94.58
南昌,201501.csv,CO,1.37
南昌,201501.csv,NO2,45.54
南昌,201501.csv,O3,22.29
南昌,201501.csv,PM10,109.12
南昌,201501.csv,PM2.5,69.39
南昌,201501.csv,SO2,28.59
南通,201501.csv,AQI,130.94
南通,201501.csv,CO,1.14
南通,201501.csv,NO2,49.35
南通,201501.csv,O3,41.57
南通,201501.csv,PM10,141.44
南通,201501.csv,PM2.5,97.89
南通,201501.csv,SO2,44.3
南阳,201501.csv,AQI,163.56
南阳,201501.csv,CO,1.89
南阳,201501.csv,NO2,32.36
南阳,201501.csv,O3,29.71
南阳,201501.csv,PM10,195.15
南阳,201501.csv,PM2.5,122.87
南阳,201501.csv,SO2,39.11
博州,201501.csv,AQI,96.55
博州,201501.csv,CO,0.21
博州,201501.csv,NO2,27.68
博州,201501.csv,O3,10.29
博州,201501.csv,PM10,91.0
博州,201501.csv,PM2.5,71.41
博州,201501.csv,SO2,34.67
即墨,201501.csv,AQI,99.92
即墨,201501.csv,CO,1.58
即墨,201501.csv,NO2,27.42
即墨,201501.csv,O3,25.88
即墨,201501.csv,PM10,114.13
即墨,201501.csv,PM2.5,73.3
即墨,201501.csv,SO2,67.27
厦门,201501.csv,AQI,68.27
厦门,201501.csv,CO,0.69
厦门,201501.csv,NO2,44.25
厦门,201501.csv,O3,50.0
厦门,201501.csv,PM10,75.82
厦门,201501.csv,PM2.5,46.79
厦门,201501.csv,SO2,15.09
双鸭山,201501.csv,AQI,105.57
双鸭山,201501.csv,CO,1.13
双鸭山,201501.csv,NO2,27.97
双鸭山,201501.csv,O3,29.97
双鸭山,201501.csv,PM10,113.84
双鸭山,201501.csv,PM2.5,79.91
双鸭山,201501.csv,SO2,31.56
句容,201501.csv,AQI,137.11
句容,201501.csv,CO,1.1
句容,201501.csv,NO2,39.54
句容,201501.csv,O3,36.05
句容,201501.csv,PM10,113.91
句容,201501.csv,PM2.5,104.62
句容,201501.csv,SO2,37.78
台州,201501.csv,AQI,101.18
台州,201501.csv,CO,0.99
台州,201501.csv,NO2,37.1
台州,201501.csv,O3,39.14
台州,201501.csv,PM10,115.1
台州,201501.csv,PM2.5,74.59
台州,201501.csv,SO2,15.55
合肥,201501.csv,AQI,136.79
合肥,201501.csv,CO,1.26
合肥,201501.csv,NO2,37.19
合肥,201501.csv,O3,23.74
合肥,201501.csv,PM10,136.87
合肥,201501.csv,PM2.5,104.44
合肥,201501.csv,SO2,27.93
吉安,201501.csv,AQI,76.97
吉安,201501.csv,CO,0.96
吉安,201501.csv,NO2,42.3
吉安,201501.csv,O3,37.08
吉安,201501.csv,PM10,87.75
吉安,201501.csv,PM2.5,56.16
吉安,201501.csv,SO2,49.21
吉林,201501.csv,AQI,125.77
吉林,201501.csv,CO,1.49
吉林,201501.csv,NO2,49.49
吉林,201501.csv,O3,38.18
吉林,201501.csv,PM10,130.66
吉林,201501.csv,PM2.5,95.71
吉林,201501.csv,SO2,56.9
吐鲁番地区,201501.csv,AQI,184.73
吐鲁番地区,201501.csv,CO,3.62
吐鲁番地区,201501.csv,NO2,60.17
吐鲁番地区,201501.csv,O3,23.44
吐鲁番地区,201501.csv,PM10,203.82
吐鲁番地区,201501.csv,PM2.5,142.71
吐鲁番地区,201501.csv,SO2,78.0
吕梁,201501.csv,AQI,108.49
吕梁,201501.csv,CO,4.31
吕梁,201501.csv,NO2,33.47
吕梁,201501.csv,O3,25.0
吕梁,201501.csv,PM10,105.46
吕梁,201501.csv,PM2.5,80.05
吕梁,201501.csv,SO2,148.82
吴忠,201501.csv,AQI,111.69
吴忠,201501.csv,CO,1.18
吴忠,201501.csv,NO2,20.79
吴忠,201501.csv,O3,10.08
吴忠,201501.csv,PM10,136.44
吴忠,201501.csv,PM2.5,74.8
吴忠,201501.csv,SO2,35.51
吴江,201501.csv,AQI,122.37
吴江,201501.csv,CO,1.03
吴江,201501.csv,NO2,55.78
吴江,201501.csv,O3,29.94
吴江,201501.csv,PM10,133.03
吴江,201501.csv,PM2.5,90.13
吴江,201501.csv,SO2,28.72
周口,201501.csv,AQI,168.36
周口,201501.csv,CO,2.82
周口,201501.csv,NO2,44.49
周口,201501.csv,O3,26.32
周口,201501.csv,PM10,200.34
周口,201501.csv,PM2.5,130.61
周口,201501.csv,SO2,41.36
呼伦贝尔,201501.csv,AQI,82.92
呼伦贝尔,201501.csv,CO,1.01
呼伦贝尔,201501.csv,NO2,40.44
呼伦贝尔,201501.csv,O3,27.5
呼伦贝尔,201501.csv,PM10,91.12
呼伦贝尔,201501.csv,PM2.5,57.08
呼伦贝尔,201501.csv,SO2,24.2
呼和浩特,201501.csv,AQI,87.1
呼和浩特,201501.csv,CO,2.28
呼和浩特,201501.csv,NO2,53.51
呼和浩特,201501.csv,O3,21.3
呼和浩特,201501.csv,PM10,110.94
呼和浩特,201501.csv,PM2.5,59.5
呼和浩特,201501.csv,SO2,86.43
和田地区,201501.csv,AQI,161.97
和田地区,201501.csv,CO,1.9
和田地区,201501.csv,NO2,23.2
和田地区,201501.csv,O3,30.74
和田地区,201501.csv,PM10,253.27
和田地区,201501.csv,PM2.5,71.43
和田地区,201501.csv,SO2,59.58
咸宁,201501.csv,AQI,127.31
咸宁,201501.csv,CO,2.2
咸宁,201501.csv,NO2,44.08
咸宁,201501.csv,O3,32.7
咸宁,201501.csv,PM10,154.52
咸宁,201501.csv,PM2.5,95.59
咸宁,201501.csv,SO2,21.67
咸阳,201501.csv,AQI,127.44
咸阳,201501.csv,CO,1.66
咸阳,201501.csv,NO2,45.16
咸阳,201501.csv,O3,27.4
咸阳,201501.csv,PM10,148.56
咸阳,201501.csv,PM2.5,93.12
咸阳,201501.csv,SO2,47.98
哈密地区,201501.csv,AQI,99.71
哈密地区,201501.csv,CO,1.55
哈密地区,201501.csv,NO2,20.64
哈密地区,201501.csv,O3,20.68
哈密地区,201501.csv,PM10,143.26
哈密地区,201501.csv,PM2.5,59.4
哈密地区,201501.csv,SO2,16.14
哈尔滨,201501.csv,AQI,158.53
哈尔滨,201501.csv,CO,1.22
哈尔滨,201501.csv,NO2,77.08
哈尔滨,201501.csv,O3,21.51
哈尔滨,201501.csv,PM10,160.3
哈尔滨,201501.csv,PM2.5,122.98
哈尔滨,201501.csv,SO2,157.8
唐山,201501.csv,AQI,143.45
唐山,201501.csv,CO,2.83
唐山,201501.csv,NO2,75.0
唐山,201501.csv,O3,21.77
唐山,201501.csv,PM10,171.37
唐山,201501.csv,PM2.5,107.36
唐山,201501.csv,SO2,87.69
商丘,201501.csv,AQI,145.48
商丘,201501.csv,CO,1.17
商丘,201501.csv,NO2,52.93
商丘,201501.csv,O3,29.17
商丘,201501.csv,PM10,162.13
商丘,201501.csv,PM2.5,109.88
商丘,201501.csv,SO2,55.54
商洛,201501.csv,AQI,102.58
商洛,201501.csv,CO,1.96
商洛,201501.csv,NO2,34.97
商洛,201501.csv,O3,41.7
商洛,201501.csv,PM10,112.77
商洛,201501.csv,PM2.5,70.49
商洛,201501.csv,SO2,26.52
喀什地区,201501.csv,AQI,180.91
喀什地区,201501.csv,CO,2.85
喀什地区,201501.csv,NO2,46.24
喀什地区,201501.csv,O3,39.68
喀什地区,201501.csv,PM10,244.35
喀什地区,201501.csv,PM2.5,129.0
喀什地区,201501.csv,SO2,46.42
嘉兴,201501.csv,AQI,118.61
嘉兴,201501.csv,CO,1.04
嘉兴,201501.csv,NO2,66.68
嘉兴,201501.csv,O3,30.97
嘉兴,201501.csv,PM10,124.96
嘉兴,201501.csv,PM2.5,88.62
嘉兴,201501.csv,SO2,41.81
嘉峪关,201501.csv,AQI,85.83
嘉峪关,201501.csv,CO,0.78
嘉峪关,201501.csv,NO2,43.76
嘉峪关,201501.csv,O3,53.57
嘉峪关,201501.csv,PM10,118.17
嘉峪关,201501.csv,PM2.5,34.53
嘉峪关,201501.csv,SO2,32.34
四平,201501.csv,AQI,112.64
四平,201501.csv,CO,1.46
四平,201501.csv,NO2,50.96
四平,201501.csv,O3,27.77
四平,201501.csv,PM10,121.91
四平,201501.csv,PM2.5,82.28
四平,201501.csv,SO2,62.01
固原,201501.csv,AQI,84.82
固原,201501.csv,CO,1.28
固原,201501.csv,NO2,29.52
固原,201501.csv,O3,37.84
固原,201501.csv,PM10,98.21
固原,201501.csv,PM2.5,52.95
固原,201501.csv,SO2,31.08
塔城地区,201501.csv,AQI,54.81
塔城地区,201501.csv,CO,2.06
塔城地区,201501.csv,NO2,30.66
塔城地区,201501.csv,O3,102.19
塔城地区,201501.csv,PM10,56.69
塔城地区,201501.csv,PM2.5,33.16
塔城地区,201501.csv,SO2,20.8
大兴安岭地区,201501.csv,AQI,45.77
大兴安岭地区,201501.csv,CO,0.64
大兴安岭地区,201501.csv,NO2,16.48
大兴安岭地区,201501.csv,O3,45.71
大兴安岭地区,201501.csv,PM10,45.92
大兴安岭地区,201501.csv,PM2.5,22.39
大兴安岭地区,201501.csv,SO2,42.86
大同,201501.csv,AQI,87.28
大同,201501.csv,CO,2.54
大同,201501.csv,NO2,34.29
大同,201501.csv,O3,40.67
大同,201501.csv,PM10,110.06
大同,201501.csv,PM2.5,59.21
大同,201501.csv,SO2,82.57
大庆,201501.csv,AQI,93.99
大庆,201501.csv,CO,0.81
大庆,201501.csv,NO2,33.77
大庆,201501.csv,O3,41.46
大庆,201501.csv,PM10,85.59
大庆,201501.csv,PM2.5,69.89
大庆,201501.csv,SO2,34.7
大理州,201501.csv,AQI,51.63
大理州,201501.csv,CO,0.65
大理州,201501.csv,NO2,17.72
大理州,201501.csv,O3,63.78
大理州,201501.csv,PM10,41.89
大理州,201501.csv,PM2.5,36.03
大理州,201501.csv,SO2,13.29
大连,201501.csv,AQI,81.17
大连,201501.csv,CO,0.88
大连,201501.csv,NO2,39.2
大连,201501.csv,O3,34.23
大连,201501.csv,PM10,84.5
大连,201501.csv,PM2.5,56.51
大连,201501.csv,SO2,61.54
天水,201501.csv,AQI,148.4
天水,201501.csv,CO,1.61
天水,201501.csv,NO2,58.89
天水,201501.csv,O3,28.78
天水,201501.csv,PM10,169.44
天水,201501.csv,PM2.5,112.8
天水,201501.csv,SO2,76.65
天津,201501.csv,AQI,136.01
天津,201501.csv,CO,2.26
天津,201501.csv,NO2,70.65
天津,201501.csv,O3,17.32
天津,201501.csv,PM10,163.5
天津,201501.csv,PM2.5,100.78
天津,201501.csv,SO2,77.48
太仓,201501.csv,AQI,124.93
太仓,201501.csv,CO,1.3
太仓,201501.csv,NO2,60.05
太仓,201501.csv,O3,33.9
太仓,201501.csv,PM10,127.39
太仓,201501.csv,PM2.5,93.73
太仓,201501.csv,SO2,38.18
太原,201501.csv,AQI,118.3
太原,201501.csv,CO,2.72
太原,201501.csv,NO2,43.03
太原,201501.csv,O3,17.83
太原,201501.csv,PM10,131.43
太原,201501.csv,PM2.5,87.44
太原,201501.csv,SO2,185.38
威海,201501.csv,AQI,70.44
威海,201501.csv,CO,0.69
威海,201501.csv,NO2,27.85
威海,201501.csv,O3,54.61
威海,201501.csv,PM10,76.13
威海,201501.csv,PM2.5,46.02
威海,201501.csv,SO2,23.85
娄底,201501.csv,AQI,134.46
娄底,201501.csv,CO,1.71
娄底,201501.csv,NO2,55.46
娄底,201501.csv,O3,41.13
娄底,201501.csv,PM10,155.1
娄底,201501.csv,PM2.5,101.7
娄底,201501.csv,SO2,43.88
孝感,201501.csv,AQI,170.6
孝感,201501.csv,CO,2.08
孝感,201501.csv,NO2,43.68
孝感,201501.csv,O3,34.96
孝感,201501.csv,PM10,202.48
孝感,201501.csv,PM2.5,132.27
孝感,201501.csv,SO2,34.2
宁德,201501.csv,AQI,75.22
宁德,201501.csv,CO,1.3
宁德,201501.csv,NO2,29.46
宁德,201501.csv,O3,40.57
宁德,201501.csv,PM10,75.38
宁德,201501.csv,PM2.5,51.95
宁德,201501.csv,SO2,8.94
宁波,201501.csv,AQI,111.8
宁波,201501.csv,CO,1.14
宁波,201501.csv,NO2,61.34
宁波,201501.csv,O3,40.05
宁波,201501.csv,PM10,123.16
宁波,201501.csv,PM2.5,83.5
宁波,201501.csv,SO2,27.3
安庆,201501.csv,AQI,90.13
安庆,201501.csv,CO,2.21
安庆,201501.csv,NO2,41.56
安庆,201501.csv,O3,71.56
安庆,201501.csv,PM10,93.94
安庆,201501.csv,PM2.5,66.66
安庆,201501.csv,SO2,22.24
安康,201501.csv,AQI,166.76
安康,201501.csv,CO,3.11
安康,201501.csv,NO2,36.11
安康,201501.csv,O3,23.8
安康,201501.csv,PM10,168.92
安康,201501.csv,PM2.5,129.65
安康,201501.csv,SO2,67.7
安阳,201501.csv,AQI,211.61
安阳,201501.csv,CO,3.13
安阳,201501.csv,NO2,73.13
安阳,201501.csv,O3,12.96
安阳,201501.csv,PM10,235.66
安阳,201501.csv,PM2.5,168.48
安阳,201501.csv,SO2,95.15
安顺,201501.csv,AQI,57.58
安顺,201501.csv,CO,1.1
安顺,201501.csv,NO2,24.85
安顺,201501.csv,O3,54.65
安顺,201501.csv,PM10,62.91
安顺,201501.csv,PM2.5,38.51
安顺,201501.csv,SO2,78.03
定西,201501.csv,AQI,99.83
定西,201501.csv,CO,1.56
定西,201501.csv,NO2,27.87
定西,201501.csv,O3,37.21
定西,201501.csv,PM10,116.08
定西,201501.csv,PM2.5,69.79
定西,201501.csv,SO2,70.96
宜兴,201501.csv,AQI,110.83
宜兴,201501.csv,CO,1.55
宜兴,201501.csv,NO2,55.02
宜兴,201501.csv,O3,25.0
宜兴,201501.csv,PM10,114.13
宜兴,201501.csv,PM2.5,82.29
宜兴,201501.csv,SO2,34.28
宜宾,201501.csv,AQI,157.67
宜宾,201501.csv,CO,1.31
宜宾,201501.csv,NO2,43.29
宜宾,201501.csv,O3,22.02
宜宾,201501.csv,PM10,162.84
宜宾,201501.csv,PM2.5,122.08
宜宾,201501.csv,SO2,29.11
宜昌,201501.csv,AQI,224.05
宜昌,201501.csv,CO,1.68
宜昌,201501.csv,NO2,47.84
宜昌,201501.csv,O3,19.37
宜昌,201501.csv,PM10,240.16
宜昌,201501.csv,PM2.5,180.73
宜昌,201501.csv,SO2,49.65
宜春,201501.csv,AQI,79.95
宜春,201501.csv,CO,1.39
宜春,201501.csv,NO2,41.94
宜春,201501.csv,O3,27.52
宜春,201501.csv,PM10,88.15
宜春,201501.csv,PM2.5,59.0
宜春,201501.csv,SO2,56.87
宝鸡,201501.csv,AQI,115.5
宝鸡,201501.csv,CO,2.33
宝鸡,201501.csv,NO2,40.59
宝鸡,201501.csv,O3,16.59
宝鸡,201501.csv,PM10,133.55
宝鸡,201501.csv,PM2.5,83.8
宝鸡,201501.csv,SO2,30.86
宣城,201501.csv,AQI,108.11
宣城,201501.csv,CO,2.26
宣城,201501.csv,NO2,32.97
宣城,201501.csv,O3,57.26
宣城,201501.csv,PM10,106.58
