city,month,type,value
乌鲁木齐,201405.csv,NO2,45.33
乌鲁木齐,201405.csv,O3,45.87
乌鲁木齐,201405.csv,PM10,125.71
乌鲁木齐,201405.csv,PM2.5,31.53
乌鲁木齐,201405.csv,SO2,12.3
九江,201405.csv,AQI,85.92
九江,201405.csv,CO,0.8
九江,201405.csv,NO2,27.69
九江,201405.csv,O3,30.86
九江,201405.csv,PM10,108.2
九江,201405.csv,PM2.5,54.38
九江,201405.csv,SO2,28.44
乳山,201405.csv,AQI,72.39
乳山,201405.csv,CO,0.83
乳山,201405.csv,NO2,12.75
乳山,201405.csv,O3,124.89
乳山,201405.csv,PM10,75.62
乳山,201405.csv,PM2.5,44.83
乳山,201405.csv,SO2,17.57
云浮,201405.csv,AQI,46.23
云浮,201405.csv,CO,1.41
云浮,201405.csv,NO2,16.49
云浮,201405.csv,O3,41.69
云浮,201405.csv,PM10,42.23
云浮,201405.csv,PM2.5,17.73
云浮,201405.csv,SO2,11.95
佛山,201405.csv,AQI,46.91
佛山,201405.csv,CO,0.88
佛山,201405.csv,NO2,42.62
佛山,201405.csv,O3,34.91
佛山,201405.csv,PM10,48.95
佛山,201405.csv,PM2.5,29.26
佛山,201405.csv,SO2,21.53
保定,201405.csv,AQI,145.08
保定,201405.csv,CO,1.21
保定,201405.csv,NO2,33.03
保定,201405.csv,O3,79.96
保定,201405.csv,PM10,222.56
保定,201405.csv,PM2.5,78.24
保定,201405.csv,SO2,42.8
克拉玛依,201405.csv,AQI,55.29
克拉玛依,201405.csv,CO,0.72
克拉玛依,201405.csv,NO2,13.71
克拉玛依,201405.csv,O3,87.78
克拉玛依,201405.csv,PM10,62.43
克拉玛依,201405.csv,PM2.5,25.52
克拉玛依,201405.csv,SO2,5.43
兰州,201405.csv,AQI,99.25
兰州,201405.csv,CO,1.37
兰州,201405.csv,NO2,52.62
兰州,201405.csv,O3,60.29
兰州,201405.csv,PM10,142.92
兰州,201405.csv,PM2.5,58.71
兰州,201405.csv,SO2,32.44
包头,201405.csv,AQI,150.47
包头,201405.csv,CO,0.8
包头,201405.csv,NO2,36.23
包头,201405.csv,O3,88.91
包头,201405.csv,PM10,231.1
包头,201405.csv,PM2.5,54.3
包头,201405.csv,SO2,38.21
北京,201405.csv,AQI,111.36
北京,201405.csv,CO,0.93
北京,201405.csv,NO2,55.34
北京,201405.csv,O3,97.89
北京,201405.csv,PM10,143.99
北京,201405.csv,PM2.5,69.59
北京,201405.csv,SO2,16.87
北海,201405.csv,AQI,45.0
北海,201405.csv,CO,1.49
北海,201405.csv,NO2,13.04
北海,201405.csv,O3,72.5
北海,201405.csv,PM10,47.2
北海,201405.csv,PM2.5,11.8
北海,201405.csv,SO2,15.02
南京,201405.csv,AQI,140.26
南京,201405.csv,CO,0.93
南京,201405.csv,NO2,56.85
南京,201405.csv,O3,103.04
南京,201405.csv,PM10,189.77
南京,201405.csv,PM2.5,100.0
南京,201405.csv,SO2,25.52
南充,201405.csv,AQI,105.62
南充,201405.csv,CO,0.74
南充,201405.csv,NO2,23.6
南充,201405.csv,O3,31.28
南充,201405.csv,PM10,122.05
南充,201405.csv,PM2.5,79.1
南充,201405.csv,SO2,15.57
南宁,201405.csv,AQI,56.01
南宁,201405.csv,CO,1.08
南宁,201405.csv,NO2,26.75
南宁,201405.csv,O3,56.9
南宁,201405.csv,PM10,61.14
南宁,201405.csv,PM2.5,28.17
南宁,201405.csv,SO2,12.06
南昌,201405.csv,AQI,89.84
南昌,201405.csv,CO,1.31
南昌,201405.csv,NO2,35.53
南昌,201405.csv,O3,57.94
南昌,201405.csv,PM10,107.08
南昌,201405.csv,PM2.5,61.91
南昌,201405.csv,SO2,27.92
南通,201405.csv,AQI,114.23
南通,201405.csv,CO,0.85
南通,201405.csv,NO2,52.24
南通,201405.csv,O3,88.82
南通,201405.csv,PM10,142.09
南通,201405.csv,PM2.5,80.64
南通,201405.csv,SO2,34.29
即墨,201405.csv,AQI,80.1
即墨,201405.csv,CO,0.61
即墨,201405.csv,NO2,39.14
即墨,201405.csv,O3,103.4
即墨,201405.csv,PM10,106.57
即墨,201405.csv,PM2.5,46.78
即墨,201405.csv,SO2,31.8
厦门,201405.csv,AQI,64.1
厦门,201405.csv,CO,0.82
厦门,201405.csv,NO2,36.09
厦门,201405.csv,O3,71.34
厦门,201405.csv,PM10,64.72
厦门,201405.csv,PM2.5,44.91
厦门,201405.csv,SO2,17.41
句容,201405.csv,AQI,134.03
句容,201405.csv,CO,0.84
句容,201405.csv,NO2,38.05
句容,201405.csv,O3,79.98
句容,201405.csv,PM10,153.22
句容,201405.csv,PM2.5,94.4
句容,201405.csv,SO2,34.22
台州,201405.csv,AQI,80.71
台州,201405.csv,CO,0.95
台州,201405.csv,NO2,31.95
台州,201405.csv,O3,77.45
台州,201405.csv,PM10,88.17
台州,201405.csv,PM2.5,58.6
台州,201405.csv,SO2,8.21
合肥,201405.csv,AQI,126.49
合肥,201405.csv,CO,0.88
合肥,201405.csv,NO2,28.72
合肥,201405.csv,O3,39.4
合肥,201405.csv,PM10,164.23
合肥,201405.csv,PM2.5,86.2
合肥,201405.csv,SO2,20.52
吉林,201405.csv,AQI,55.61
吉林,201405.csv,CO,1.02
吉林,201405.csv,NO2,34.96
吉林,201405.csv,O3,71.75
吉林,201405.csv,PM10,62.43
吉林,201405.csv,PM2.5,29.9
吉林,201405.csv,SO2,9.63
吴江,201405.csv,AQI,110.27
吴江,201405.csv,CO,0.81
吴江,201405.csv,NO2,39.21
吴江,201405.csv,O3,77.71
吴江,201405.csv,PM10,142.28
吴江,201405.csv,PM2.5,76.68
吴江,201405.csv,SO2,21.8
呼和浩特,201405.csv,AQI,107.65
呼和浩特,201405.csv,CO,1.5
呼和浩特,201405.csv,NO2,39.49
呼和浩特,201405.csv,O3,52.58
呼和浩特,201405.csv,PM10,152.93
呼和浩特,201405.csv,PM2.5,43.01
呼和浩特,201405.csv,SO2,29.57
咸阳,201405.csv,AQI,103.93
咸阳,201405.csv,CO,1.07
咸阳,201405.csv,NO2,52.39
咸阳,201405.csv,O3,61.01
咸阳,201405.csv,PM10,153.29
咸阳,201405.csv,PM2.5,50.46
咸阳,201405.csv,SO2,42.82
哈尔滨,201405.csv,AQI,51.9
哈尔滨,201405.csv,CO,0.64
哈尔滨,201405.csv,NO2,41.19
哈尔滨,201405.csv,O3,54.46
哈尔滨,201405.csv,PM10,56.28
哈尔滨,201405.csv,PM2.5,28.53
哈尔滨,201405.csv,SO2,15.69
唐山,201405.csv,AQI,127.72
唐山,201405.csv,CO,2.45
唐山,201405.csv,NO2,60.81
唐山,201405.csv,O3,99.5
唐山,201405.csv,PM10,167.05
唐山,201405.csv,PM2.5,86.31
唐山,201405.csv,SO2,67.63
嘉兴,201405.csv,AQI,101.09
嘉兴,201405.csv,CO,0.89
嘉兴,201405.csv,NO2,44.42
嘉兴,201405.csv,O3,103.43
嘉兴,201405.csv,PM10,120.11
嘉兴,201405.csv,PM2.5,73.04
嘉兴,201405.csv,SO2,25.89
嘉峪关,201405.csv,AQI,95.11
嘉峪关,201405.csv,CO,0.75
嘉峪关,201405.csv,NO2,24.51
嘉峪关,201405.csv,O3,128.25
嘉峪关,201405.csv,PM10,148.11
嘉峪关,201405.csv,PM2.5,39.93
嘉峪关,201405.csv,SO2,24.67
大同,201405.csv,AQI,115.94
大同,201405.csv,CO,1.1
大同,201405.csv,NO2,29.65
大同,201405.csv,O3,74.13
大同,201405.csv,PM10,163.25
大同,201405.csv,PM2.5,51.38
大同,201405.csv,SO2,28.92
大庆,201405.csv,AQI,37.06
大庆,201405.csv,CO,0.37
大庆,201405.csv,NO2,18.0
大庆,201405.csv,O3,68.55
大庆,201405.csv,PM10,36.78
大庆,201405.csv,PM2.5,20.91
大庆,201405.csv,SO2,8.66
大连,201405.csv,AQI,69.8
大连,201405.csv,CO,0.59
大连,201405.csv,NO2,43.48
大连,201405.csv,O3,62.34
大连,201405.csv,PM10,88.22
大连,201405.csv,PM2.5,40.08
大连,201405.csv,SO2,8.7
天津,201405.csv,AQI,123.08
天津,201405.csv,CO,1.43
天津,201405.csv,NO2,57.05
天津,201405.csv,O3,64.38
天津,201405.csv,PM10,151.83
天津,201405.csv,PM2.5,87.34
天津,201405.csv,SO2,31.12
太仓,201405.csv,AQI,102.92
太仓,201405.csv,CO,1.05
太仓,201405.csv,NO2,31.77
太仓,201405.csv,O3,94.73
太仓,201405.csv,PM10,120.6
太仓,201405.csv,PM2.5,73.37
太仓,201405.csv,SO2,39.34
太原,201405.csv,AQI,92.83
太原,201405.csv,CO,0.96
太原,201405.csv,NO2,52.58
太原,201405.csv,O3,61.34
太原,201405.csv,PM10,134.69
太原,201405.csv,PM2.5,52.19
太原,201405.csv,SO2,50.65
威海,201405.csv,AQI,80.37
威海,201405.csv,CO,0.6
威海,201405.csv,NO2,31.83
威海,201405.csv,O3,108.93
威海,201405.csv,PM10,107.18
威海,201405.csv,PM2.5,45.03
威海,201405.csv,SO2,20.43
宁波,201405.csv,AQI,76.23
宁波,201405.csv,CO,0.95
宁波,201405.csv,NO2,36.89
宁波,201405.csv,O3,98.89
宁波,201405.csv,PM10,88.45
宁波,201405.csv,PM2.5,52.53
宁波,201405.csv,SO2,18.77
安阳,201405.csv,AQI,113.9
安阳,201405.csv,CO,1.31
安阳,201405.csv,NO2,62.76
安阳,201405.csv,O3,86.05
安阳,201405.csv,PM10,145.63
安阳,201405.csv,PM2.5,79.82
安阳,201405.csv,SO2,58.58
宜兴,201405.csv,AQI,104.72
宜兴,201405.csv,CO,1.76
宜兴,201405.csv,NO2,40.98
宜兴,201405.csv,O3,99.75
宜兴,201405.csv,PM10,119.95
宜兴,201405.csv,PM2.5,72.71
宜兴,201405.csv,SO2,32.96
宜宾,201405.csv,AQI,110.49
宜宾,201405.csv,CO,0.88
宜宾,201405.csv,NO2,31.65
宜宾,201405.csv,O3,65.08
宜宾,201405.csv,PM10,137.42
宜宾,201405.csv,PM2.5,81.03
宜宾,201405.csv,SO2,32.47
宜昌,201405.csv,AQI,101.71
宜昌,201405.csv,CO,0.83
宜昌,201405.csv,NO2,38.88
宜昌,201405.csv,O3,41.37
宜昌,201405.csv,PM10,120.98
宜昌,201405.csv,PM2.5,70.99
宜昌,201405.csv,SO2,37.85
宝鸡,201405.csv,AQI,95.13
宝鸡,201405.csv,CO,1.56
宝鸡,201405.csv,NO2,30.73
宝鸡,201405.csv,O3,52.23
宝鸡,201405.csv,PM10,134.77
宝鸡,201405.csv,PM2.5,54.11
宝鸡,201405.csv,SO2,13.45
宿迁,201405.csv,AQI,112.82
宿迁,201405.csv,CO,0.86
宿迁,201405.csv,NO2,32.04
宿迁,201405.csv,O3,83.43
宿迁,201405.csv,PM10,161.45
宿迁,201405.csv,PM2.5,71.15
宿迁,201405.csv,SO2,24.91
富阳,201405.csv,AQI,93.37
富阳,201405.csv,CO,0.96
富阳,201405.csv,NO2,34.71
富阳,201405.csv,O3,43.44
富阳,201405.csv,PM10,100.41
富阳,201405.csv,PM2.5,66.84
富阳,201405.csv,SO2,20.2
寿光,201405.csv,AQI,124.64
寿光,201405.csv,CO,1.02
寿光,201405.csv,NO2,43.4
寿光,201405.csv,O3,108.1
寿光,201405.csv,PM10,177.84
寿光,201405.csv,PM2.5,76.18
寿光,201405.csv,SO2,63.16
岳阳,201405.csv,AQI,110.35
岳阳,201405.csv,CO,1.62
岳阳,201405.csv,NO2,27.5
岳阳,201405.csv,O3,24.93
岳阳,201405.csv,PM10,164.53
岳阳,201405.csv,PM2.5,64.43
岳阳,201405.csv,SO2,41.59
常州,201405.csv,AQI,122.54
常州,201405.csv,CO,1.04
常州,201405.csv,NO2,58.67
常州,201405.csv,O3,106.75
常州,201405.csv,PM10,152.34
常州,201405.csv,PM2.5,87.17
常州,201405.csv,SO2,42.75
常德,201405.csv,AQI,93.14
常德,201405.csv,CO,2.12
常德,201405.csv,NO2,19.24
常德,201405.csv,O3,38.81
常德,201405.csv,PM10,106.88
常德,201405.csv,PM2.5,67.39
常德,201405.csv,SO2,60.34
常熟,201405.csv,AQI,100.63
常熟,201405.csv,CO,0.74
常熟,201405.csv,NO2,45.13
常熟,201405.csv,O3,95.41
常熟,201405.csv,PM10,111.86
常熟,201405.csv,PM2.5,71.57
常熟,201405.csv,SO2,14.42
平度,201405.csv,AQI,126.48
平度,201405.csv,CO,0.67
平度,201405.csv,NO2,39.31
平度,201405.csv,O3,107.85
平度,201405.csv,PM10,160.92
平度,201405.csv,PM2.5,70.42
平度,201405.csv,SO2,20.02
平顶山,201405.csv,AQI,113.92
平顶山,201405.csv,CO,0.89
平顶山,201405.csv,NO2,39.72
平顶山,201405.csv,O3,84.25
平顶山,201405.csv,PM10,148.41
平顶山,201405.csv,PM2.5,70.75
平顶山,201405.csv,SO2,51.09
广州,201405.csv,AQI,50.24
广州,201405.csv,CO,0.93
广州,201405.csv,NO2,44.2
广州,201405.csv,O3,33.05
广州,201405.csv,PM10,51.5
广州,201405.csv,PM2.5,33.23
广州,201405.csv,SO2,18.37
库尔勒,201405.csv,AQI,166.53
库尔勒,201405.csv,CO,0.71
库尔勒,201405.csv,NO2,24.66
库尔勒,201405.csv,O3,80.63
库尔勒,201405.csv,PM10,239.94
库尔勒,201405.csv,PM2.5,61.21
库尔勒,201405.csv,SO2,22.93
廊坊,201405.csv,AQI,118.51
廊坊,201405.csv,CO,0.95
廊坊,201405.csv,NO2,40.79
廊坊,201405.csv,O3,95.09
廊坊,201405.csv,PM10,167.67
廊坊,201405.csv,PM2.5,73.88
廊坊,201405.csv,SO2,25.31
延安,201405.csv,AQI,111.05
延安,201405.csv,CO,1.72
延安,201405.csv,NO2,54.8
延安,201405.csv,O3,57.19
延安,201405.csv,PM10,159.84
延安,201405.csv,PM2.5,56.83
延安,201405.csv,SO2,12.12
开封,201405.csv,AQI,112.99
开封,201405.csv,CO,1.32
开封,201405.csv,NO2,26.64
开封,201405.csv,O3,82.42
开封,201405.csv,PM10,136.72
开封,201405.csv,PM2.5,79.47
开封,201405.csv,SO2,19.93
张家口,201405.csv,AQI,65.46
张家口,201405.csv,CO,0.85
张家口,201405.csv,NO2,17.95
张家口,201405.csv,O3,94.4
张家口,201405.csv,PM10,79.68
张家口,201405.csv,PM2.5,18.23
张家口,201405.csv,SO2,37.2
张家港,201405.csv,AQI,106.72
张家港,201405.csv,CO,0.84
张家港,201405.csv,NO2,39.14
张家港,201405.csv,O3,97.8
张家港,201405.csv,PM10,127.66
张家港,201405.csv,PM2.5,75.75
张家港,201405.csv,SO2,31.27
张家界,201405.csv,AQI,90.85
张家界,201405.csv,CO,1.8
张家界,201405.csv,NO2,17.65
张家界,201405.csv,O3,48.79
张家界,201405.csv,PM10,90.14
张家界,201405.csv,PM2.5,64.5
张家界,201405.csv,SO2,19.08
徐州,201405.csv,AQI,111.42
徐州,201405.csv,CO,1.17
徐州,201405.csv,NO2,30.75
徐州,201405.csv,O3,109.14
徐州,201405.csv,PM10,159.63
徐州,201405.csv,PM2.5,72.64
徐州,201405.csv,SO2,35.65
德州,201405.csv,AQI,122.04
德州,201405.csv,CO,1.55
德州,201405.csv,NO2,34.06
德州,201405.csv,O3,67.09
德州,201405.csv,PM10,149.71
德州,201405.csv,PM2.5,88.15
德州,201405.csv,SO2,43.46
德阳,201405.csv,AQI,106.6
德阳,201405.csv,CO,0.81
德阳,201405.csv,NO2,31.83
德阳,201405.csv,O3,85.83
德阳,201405.csv,PM10,129.64
德阳,201405.csv,PM2.5,76.8
德阳,201405.csv,SO2,24.92
惠州,201405.csv,AQI,43.39
惠州,201405.csv,CO,0.58
惠州,201405.csv,NO2,29.64
惠州,201405.csv,O3,41.87
惠州,201405.csv,PM10,42.78
惠州,201405.csv,PM2.5,22.21
惠州,201405.csv,SO2,15.13
成都,201405.csv,AQI,111.47
成都,201405.csv,CO,0.87
成都,201405.csv,NO2,55.4
成都,201405.csv,O3,79.25
成都,201405.csv,PM10,138.16
成都,201405.csv,PM2.5,80.87
成都,201405.csv,SO2,13.96
扬州,201405.csv,AQI,140.17
扬州,201405.csv,CO,0.97
扬州,201405.csv,NO2,40.83
扬州,201405.csv,O3,103.23
扬州,201405.csv,PM10,176.87
扬州,201405.csv,PM2.5,99.07
扬州,201405.csv,SO2,45.55
承德,201405.csv,AQI,80.62
承德,201405.csv,CO,0.79
承德,201405.csv,NO2,34.59
承德,201405.csv,O3,89.18
承德,201405.csv,PM10,104.87
承德,201405.csv,PM2.5,34.47
承德,201405.csv,SO2,27.93
抚顺,201405.csv,AQI,73.44
抚顺,201405.csv,CO,0.95
抚顺,201405.csv,NO2,38.49
抚顺,201405.csv,O3,84.22
抚顺,201405.csv,PM10,88.35
抚顺,201405.csv,PM2.5,43.38
抚顺,201405.csv,SO2,24.8
拉萨,201405.csv,AQI,55.83
拉萨,201405.csv,CO,1.14
拉萨,201405.csv,NO2,14.48
拉萨,201405.csv,O3,113.43
拉萨,201405.csv,PM10,61.94
拉萨,201405.csv,PM2.5,25.0
拉萨,201405.csv,SO2,13.75
招远,201405.csv,AQI,103.79
招远,201405.csv,CO,0.59
招远,201405.csv,NO2,32.71
招远,201405.csv,O3,102.27
招远,201405.csv,PM10,141.81
招远,201405.csv,PM2.5,65.73
招远,201405.csv,SO2,48.98
揭阳,201405.csv,AQI,60.94
揭阳,201405.csv,CO,1.25
揭阳,201405.csv,NO2,26.51
揭阳,201405.csv,O3,52.31
揭阳,201405.csv,PM10,63.04
揭阳,201405.csv,PM2.5,41.27
揭阳,201405.csv,SO2,27.45
攀枝花,201405.csv,AQI,57.1
攀枝花,201405.csv,CO,1.27
攀枝花,201405.csv,NO2,21.74
攀枝花,201405.csv,O3,80.32
攀枝花,201405.csv,PM10,64.3
攀枝花,201405.csv,PM2.5,30.65
攀枝花,201405.csv,SO2,24.75
文登,201405.csv,AQI,81.95
文登,201405.csv,CO,1.16
文登,201405.csv,NO2,22.9
文登,201405.csv,O3,102.33
文登,201405.csv,PM10,97.57
文登,201405.csv,PM2.5,52.73
文登,201405.csv,SO2,21.91
无锡,201405.csv,AQI,113.12
无锡,201405.csv,CO,1.08
无锡,201405.csv,NO2,45.1
无锡,201405.csv,O3,99.14
无锡,201405.csv,PM10,147.98
无锡,201405.csv,PM2.5,79.9
无锡,201405.csv,SO2,27.45
日照,201405.csv,AQI,103.76
日照,201405.csv,CO,0.88
日照,201405.csv,NO2,40.02
日照,201405.csv,O3,69.57
日照,201405.csv,PM10,147.14
日照,201405.csv,PM2.5,66.71
日照,201405.csv,SO2,27.67
昆山,201405.csv,AQI,97.48
昆山,201405.csv,CO,1.14
昆山,201405.csv,NO2,47.62
昆山,201405.csv,O3,88.64
昆山,201405.csv,PM10,125.14
昆山,201405.csv,PM2.5,65.94
昆山,201405.csv,SO2,41.8
昆明,201405.csv,AQI,58.73
昆明,201405.csv,CO,1.02
昆明,201405.csv,NO2,31.92
昆明,201405.csv,O3,71.68
昆明,201405.csv,PM10,65.59
昆明,201405.csv,PM2.5,32.79
昆明,201405.csv,SO2,15.52
曲靖,201405.csv,AQI,53.57
曲靖,201405.csv,CO,1.58
曲靖,201405.csv,NO2,18.6
曲靖,201405.csv,O3,85.09
曲靖,201405.csv,PM10,54.99
曲靖,201405.csv,PM2.5,31.34
曲靖,201405.csv,SO2,24.22
本溪,201405.csv,AQI,67.31
本溪,201405.csv,CO,1.64
本溪,201405.csv,NO2,35.35
本溪,201405.csv,O3,75.35
本溪,201405.csv,PM10,79.08
本溪,201405.csv,PM2.5,39.44
本溪,201405.csv,SO2,24.27
杭州,201405.csv,AQI,95.27
杭州,201405.csv,CO,0.87
杭州,201405.csv,NO2,48.37
杭州,201405.csv,O3,72.92
杭州,201405.csv,PM10,124.96
杭州,201405.csv,PM2.5,64.76
杭州,201405.csv,SO2,17.73
枣庄,201405.csv,AQI,125.59
枣庄,201405.csv,CO,0.83
枣庄,201405.csv,NO2,41.44
枣庄,201405.csv,O3,124.98
枣庄,201405.csv,PM10,194.92
枣庄,201405.csv,PM2.5,79.95
枣庄,201405.csv,SO2,70.16
柳州,201405.csv,AQI,76.41
柳州,201405.csv,CO,1.04
柳州,201405.csv,NO2,25.8
柳州,201405.csv,O3,75.53
柳州,201405.csv,PM10,80.86
柳州,201405.csv,PM2.5,54.02
柳州,201405.csv,SO2,28.9
株洲,201405.csv,AQI,105.0
株洲,201405.csv,CO,1.08
株洲,201405.csv,NO2,32.63
株洲,201405.csv,O3,47.81
株洲,201405.csv,PM10,127.02
株洲,201405.csv,PM2.5,75.19
株洲,201405.csv,SO2,40.86
桂林,201405.csv,AQI,83.38
桂林,201405.csv,CO,1.3
桂林,201405.csv,NO2,28.71
桂林,201405.csv,O3,46.74
桂林,201405.csv,PM10,91.7
桂林,201405.csv,PM2.5,59.71
桂林,201405.csv,SO2,16.35
梅州,201405.csv,AQI,41.28
梅州,201405.csv,CO,0.97
梅州,201405.csv,NO2,17.99
梅州,201405.csv,O3,42.12
梅州,201405.csv,PM10,42.27
梅州,201405.csv,PM2.5,19.87
梅州,201405.csv,SO2,16.7
武汉,201405.csv,AQI,128.26
武汉,201405.csv,CO,1.1
武汉,201405.csv,NO2,61.49
武汉,201405.csv,O3,61.75
武汉,201405.csv,PM10,158.58
武汉,201405.csv,PM2.5,89.01
武汉,201405.csv,SO2,29.88
汕头,201405.csv,AQI,47.49
汕头,201405.csv,CO,0.87
汕头,201405.csv,NO2,19.17
汕头,201405.csv,O3,48.18
汕头,201405.csv,PM10,53.53
汕头,201405.csv,PM2.5,26.4
汕头,201405.csv,SO2,12.3
汕尾,201405.csv,AQI,29.49
汕尾,201405.csv,CO,0.81
汕尾,201405.csv,NO2,11.95
汕尾,201405.csv,O3,48.46
汕尾,201405.csv,PM10,28.26
汕尾,201405.csv,PM2.5,13.16
汕尾,201405.csv,SO2,7.21
江门,201405.csv,AQI,40.37
江门,201405.csv,CO,0.84
江门,201405.csv,NO2,13.37
江门,201405.csv,O3,23.15
江门,201405.csv,PM10,43.76
江门,201405.csv,PM2.5,20.1
江门,201405.csv,SO2,16.76
江阴,201405.csv,AQI,125.08
江阴,201405.csv,CO,1.25
江阴,201405.csv,NO2,64.98
江阴,201405.csv,O3,96.44
江阴,201405.csv,PM10,157.69
江阴,201405.csv,PM2.5,88.56
江阴,201405.csv,SO2,60.32
沈阳,201405.csv,AQI,80.59
沈阳,201405.csv,CO,0.92
沈阳,201405.csv,NO2,48.59
沈阳,201405.csv,O3,78.22
沈阳,201405.csv,PM10,96.44
沈阳,201405.csv,PM2.5,47.82
沈阳,201405.csv,SO2,27.7
沧州,201405.csv,AQI,129.29
沧州,201405.csv,CO,0.94
沧州,201405.csv,NO2,29.55
沧州,201405.csv,O3,109.66
沧州,201405.csv,PM10,154.33
沧州,201405.csv,PM2.5,81.54
沧州,201405.csv,SO2,39.39
河源,201405.csv,AQI,42.67
河源,201405.csv,CO,0.93
河源,201405.csv,NO2,27.1
河源,201405.csv,O3,46.66
河源,201405.csv,PM10,40.61
河源,201405.csv,PM2.5,27.48
河源,201405.csv,SO2,12.29
泉州,201405.csv,AQI,67.16
泉州,201405.csv,CO,1.03
泉州,201405.csv,NO2,25.38
泉州,201405.csv,O3,35.0
泉州,201405.csv,PM10,82.39
泉州,201405.csv,PM2.5,39.91
泉州,201405.csv,SO2,6.21
泰安,201405.csv,AQI,98.04
泰安,201405.csv,CO,1.16
泰安,201405.csv,NO2,46.24
泰安,201405.csv,O3,72.61
泰安,201405.csv,PM10,121.63
泰安,201405.csv,PM2.5,68.63
泰安,201405.csv,SO2,43.92
泰州,201405.csv,AQI,134.27
泰州,201405.csv,CO,1.52
泰州,201405.csv,NO2,29.87
泰州,201405.csv,O3,70.4
泰州,201405.csv,PM10,176.13
泰州,201405.csv,PM2.5,95.83
泰州,201405.csv,SO2,39.44
泸州,201405.csv,AQI,95.1
泸州,201405.csv,CO,0.87
泸州,201405.csv,NO2,32.21
泸州,201405.csv,O3,60.39
泸州,201405.csv,PM10,110.44
泸州,201405.csv,PM2.5,67.61
泸州,201405.csv,SO2,22.83
洛阳,201405.csv,AQI,92.44
洛阳,201405.csv,CO,1.77
洛阳,201405.csv,NO2,48.2
洛阳,201405.csv,O3,91.52
洛阳,201405.csv,PM10,124.95
洛阳,201405.csv,PM2.5,51.9
洛阳,201405.csv,SO2,39.85
济南,201405.csv,AQI,121.67
济南,201405.csv,CO,1.01
济南,201405.csv,NO2,45.09
济南,201405.csv,O3,121.83
济南,201405.csv,PM10,186.3
济南,201405.csv,PM2.5,73.55
济南,201405.csv,SO2,52.65
济宁,201405.csv,AQI,115.94
济宁,201405.csv,CO,0.94
济宁,201405.csv,NO2,32.75
