city,month,type,value
临夏回族自治州,202501.csv,SO2,15.74
临汾,202501.csv,AQI,85.77
临汾,202501.csv,CO,1.07
临汾,202501.csv,NO2,35.36
临汾,202501.csv,O3,35.44
临汾,202501.csv,PM10,102.5
临汾,202501.csv,PM2.5,56.52
临汾,202501.csv,SO2,12.97
临沂,202501.csv,AQI,94.79
临沂,202501.csv,CO,0.85
临沂,202501.csv,NO2,44.4
临沂,202501.csv,O3,45.88
临沂,202501.csv,PM10,105.45
临沂,202501.csv,PM2.5,66.66
临沂,202501.csv,SO2,18.07
临沧,202501.csv,AQI,42.94
临沧,202501.csv,CO,0.55
临沧,202501.csv,NO2,14.07
临沧,202501.csv,O3,49.42
临沧,202501.csv,PM10,37.5
临沧,202501.csv,PM2.5,28.82
临沧,202501.csv,SO2,9.33
丹东,202501.csv,AQI,65.07
丹东,202501.csv,CO,1.11
丹东,202501.csv,NO2,26.43
丹东,202501.csv,O3,43.77
丹东,202501.csv,PM10,66.86
丹东,202501.csv,PM2.5,44.2
丹东,202501.csv,SO2,13.67
丽水,202501.csv,AQI,53.64
丽水,202501.csv,CO,0.55
丽水,202501.csv,NO2,26.21
丽水,202501.csv,O3,54.02
丽水,202501.csv,PM10,54.5
丽水,202501.csv,PM2.5,36.31
丽水,202501.csv,SO2,5.56
丽江,202501.csv,AQI,33.23
丽江,202501.csv,CO,0.72
丽江,202501.csv,NO2,11.36
丽江,202501.csv,O3,73.8
丽江,202501.csv,PM10,27.58
丽江,202501.csv,PM2.5,19.21
丽江,202501.csv,SO2,9.32
乌兰察布,202501.csv,AQI,48.78
乌兰察布,202501.csv,CO,0.56
乌兰察布,202501.csv,NO2,22.4
乌兰察布,202501.csv,O3,53.04
乌兰察布,202501.csv,PM10,52.79
乌兰察布,202501.csv,PM2.5,29.09
乌兰察布,202501.csv,SO2,13.0
乌海,202501.csv,AQI,77.4
乌海,202501.csv,CO,0.85
乌海,202501.csv,NO2,29.13
乌海,202501.csv,O3,48.72
乌海,202501.csv,PM10,100.41
乌海,202501.csv,PM2.5,38.89
乌海,202501.csv,SO2,19.62
乌鲁木齐,202501.csv,AQI,129.38
乌鲁木齐,202501.csv,CO,1.22
乌鲁木齐,202501.csv,NO2,58.44
乌鲁木齐,202501.csv,O3,37.53
乌鲁木齐,202501.csv,PM10,124.18
乌鲁木齐,202501.csv,PM2.5,98.31
乌鲁木齐,202501.csv,SO2,4.37
乐山,202501.csv,AQI,100.86
乐山,202501.csv,CO,0.81
乐山,202501.csv,NO2,29.02
乐山,202501.csv,O3,35.35
乐山,202501.csv,PM10,91.17
乐山,202501.csv,PM2.5,75.14
乐山,202501.csv,SO2,5.41
九江,202501.csv,AQI,86.63
九江,202501.csv,CO,0.8
九江,202501.csv,NO2,38.32
九江,202501.csv,O3,52.87
九江,202501.csv,PM10,92.08
九江,202501.csv,PM2.5,62.13
九江,202501.csv,SO2,10.61
云浮,202501.csv,AQI,65.79
云浮,202501.csv,CO,0.66
云浮,202501.csv,NO2,40.24
云浮,202501.csv,O3,68.12
云浮,202501.csv,PM10,74.88
云浮,202501.csv,PM2.5,43.83
云浮,202501.csv,SO2,10.56
五家渠,202501.csv,AQI,225.72
五家渠,202501.csv,CO,1.63
五家渠,202501.csv,NO2,55.15
五家渠,202501.csv,O3,35.55
五家渠,202501.csv,PM10,222.69
五家渠,202501.csv,PM2.5,183.77
五家渠,202501.csv,SO2,4.12
亳州,202501.csv,AQI,102.12
亳州,202501.csv,CO,0.7
亳州,202501.csv,NO2,27.54
亳州,202501.csv,O3,55.63
亳州,202501.csv,PM10,118.14
亳州,202501.csv,PM2.5,70.91
亳州,202501.csv,SO2,7.43
伊春,202501.csv,AQI,69.9
伊春,202501.csv,CO,0.85
伊春,202501.csv,NO2,24.19
伊春,202501.csv,O3,38.18
伊春,202501.csv,PM10,63.02
伊春,202501.csv,PM2.5,50.93
伊春,202501.csv,SO2,6.63
伊犁哈萨克州,202501.csv,AQI,93.16
伊犁哈萨克州,202501.csv,CO,2.27
伊犁哈萨克州,202501.csv,NO2,53.27
伊犁哈萨克州,202501.csv,O3,36.29
伊犁哈萨克州,202501.csv,PM10,84.59
伊犁哈萨克州,202501.csv,PM2.5,68.2
伊犁哈萨克州,202501.csv,SO2,14.52
佛山,202501.csv,AQI,61.4
佛山,202501.csv,CO,0.67
佛山,202501.csv,NO2,45.58
佛山,202501.csv,O3,69.05
佛山,202501.csv,PM10,68.39
佛山,202501.csv,PM2.5,41.6
佛山,202501.csv,SO2,9.42
佳木斯,202501.csv,AQI,99.31
佳木斯,202501.csv,CO,1.0
佳木斯,202501.csv,NO2,36.03
佳木斯,202501.csv,O3,38.74
佳木斯,202501.csv,PM10,84.04
佳木斯,202501.csv,PM2.5,74.26
佳木斯,202501.csv,SO2,9.2
保定,202501.csv,AQI,82.41
保定,202501.csv,CO,0.68
保定,202501.csv,NO2,39.06
保定,202501.csv,O3,37.01
保定,202501.csv,PM10,87.43
保定,202501.csv,PM2.5,56.9
保定,202501.csv,SO2,6.66
保山,202501.csv,AQI,38.74
保山,202501.csv,CO,0.5
保山,202501.csv,NO2,8.87
保山,202501.csv,O3,62.95
保山,202501.csv,PM10,33.75
保山,202501.csv,PM2.5,25.12
保山,202501.csv,SO2,5.67
信阳,202501.csv,AQI,99.32
信阳,202501.csv,CO,0.64
信阳,202501.csv,NO2,27.61
信阳,202501.csv,O3,61.04
信阳,202501.csv,PM10,98.71
信阳,202501.csv,PM2.5,70.74
信阳,202501.csv,SO2,5.69
儋州,202501.csv,AQI,46.09
儋州,202501.csv,CO,0.62
儋州,202501.csv,NO2,9.39
儋州,202501.csv,O3,104.7
儋州,202501.csv,PM10,45.55
儋州,202501.csv,PM2.5,27.13
儋州,202501.csv,SO2,6.86
克孜勒苏柯尔克孜自治州,202501.csv,AQI,104.05
克孜勒苏柯尔克孜自治州,202501.csv,CO,0.99
克孜勒苏柯尔克孜自治州,202501.csv,NO2,23.45
克孜勒苏柯尔克孜自治州,202501.csv,O3,65.31
克孜勒苏柯尔克孜自治州,202501.csv,PM10,137.55
克孜勒苏柯尔克孜自治州,202501.csv,PM2.5,60.23
克孜勒苏柯尔克孜自治州,202501.csv,SO2,7.28
克拉玛依,202501.csv,AQI,86.62
克拉玛依,202501.csv,CO,0.95
克拉玛依,202501.csv,NO2,26.93
克拉玛依,202501.csv,O3,57.71
克拉玛依,202501.csv,PM10,83.21
克拉玛依,202501.csv,PM2.5,63.55
克拉玛依,202501.csv,SO2,5.95
六安,202501.csv,AQI,99.86
六安,202501.csv,CO,0.78
六安,202501.csv,NO2,30.72
六安,202501.csv,O3,57.08
六安,202501.csv,PM10,103.57
六安,202501.csv,PM2.5,70.95
六安,202501.csv,SO2,5.64
六盘水,202501.csv,AQI,56.49
六盘水,202501.csv,CO,0.81
六盘水,202501.csv,NO2,16.11
六盘水,202501.csv,O3,63.1
六盘水,202501.csv,PM10,53.33
六盘水,202501.csv,PM2.5,39.21
六盘水,202501.csv,SO2,10.62
兰州,202501.csv,AQI,89.94
兰州,202501.csv,CO,1.41
兰州,202501.csv,NO2,57.61
兰州,202501.csv,O3,36.19
兰州,202501.csv,PM10,101.3
兰州,202501.csv,PM2.5,62.99
兰州,202501.csv,SO2,21.0
兰州新区,202501.csv,AQI,69.99
兰州新区,202501.csv,CO,0.7
兰州新区,202501.csv,NO2,26.17
兰州新区,202501.csv,O3,55.9
兰州新区,202501.csv,PM10,78.92
兰州新区,202501.csv,PM2.5,44.66
兰州新区,202501.csv,SO2,20.27
兴安盟,202501.csv,AQI,62.52
兴安盟,202501.csv,CO,0.79
兴安盟,202501.csv,NO2,18.01
兴安盟,202501.csv,O3,43.34
兴安盟,202501.csv,PM10,62.78
兴安盟,202501.csv,PM2.5,43.9
兴安盟,202501.csv,SO2,5.06
内江,202501.csv,AQI,104.69
内江,202501.csv,CO,0.85
内江,202501.csv,NO2,27.81
内江,202501.csv,O3,39.48
内江,202501.csv,PM10,89.53
内江,202501.csv,PM2.5,77.9
内江,202501.csv,SO2,6.87
凉山彝族自治州,202501.csv,AQI,42.14
凉山彝族自治州,202501.csv,CO,0.82
凉山彝族自治州,202501.csv,NO2,15.88
凉山彝族自治州,202501.csv,O3,57.72
凉山彝族自治州,202501.csv,PM10,40.65
凉山彝族自治州,202501.csv,PM2.5,28.04
凉山彝族自治州,202501.csv,SO2,10.02
包头,202501.csv,AQI,78.03
包头,202501.csv,CO,1.16
包头,202501.csv,NO2,40.31
包头,202501.csv,O3,38.73
包头,202501.csv,PM10,96.21
包头,202501.csv,PM2.5,48.9
包头,202501.csv,SO2,18.44
北京,202501.csv,AQI,49.07
北京,202501.csv,CO,0.51
北京,202501.csv,NO2,25.51
北京,202501.csv,O3,41.15
北京,202501.csv,PM10,50.91
北京,202501.csv,PM2.5,28.45
北京,202501.csv,SO2,3.62
北海,202501.csv,AQI,86.27
北海,202501.csv,CO,0.82
北海,202501.csv,NO2,20.86
北海,202501.csv,O3,100.14
北海,202501.csv,PM10,81.52
北海,202501.csv,PM2.5,62.08
北海,202501.csv,SO2,10.52
十堰,202501.csv,AQI,85.7
十堰,202501.csv,CO,0.86
十堰,202501.csv,NO2,27.37
十堰,202501.csv,O3,46.46
十堰,202501.csv,PM10,81.29
十堰,202501.csv,PM2.5,61.25
十堰,202501.csv,SO2,8.23
南京,202501.csv,AQI,71.23
南京,202501.csv,CO,0.7
南京,202501.csv,NO2,38.03
南京,202501.csv,O3,51.12
南京,202501.csv,PM10,79.56
南京,202501.csv,PM2.5,47.34
南京,202501.csv,SO2,7.67
南充,202501.csv,AQI,103.43
南充,202501.csv,CO,0.78
南充,202501.csv,NO2,29.74
南充,202501.csv,O3,26.78
南充,202501.csv,PM10,100.24
南充,202501.csv,PM2.5,76.53
南充,202501.csv,SO2,3.94
南宁,202501.csv,AQI,78.93
南宁,202501.csv,CO,0.92
南宁,202501.csv,NO2,35.69
南宁,202501.csv,O3,75.39
南宁,202501.csv,PM10,81.25
南宁,202501.csv,PM2.5,56.86
南宁,202501.csv,SO2,10.18
南平,202501.csv,AQI,48.53
南平,202501.csv,CO,0.59
南平,202501.csv,NO2,23.51
南平,202501.csv,O3,54.36
南平,202501.csv,PM10,47.07
南平,202501.csv,PM2.5,32.39
南平,202501.csv,SO2,6.21
南昌,202501.csv,AQI,89.75
南昌,202501.csv,CO,0.78
南昌,202501.csv,NO2,41.34
南昌,202501.csv,O3,56.33
南昌,202501.csv,PM10,103.21
南昌,202501.csv,PM2.5,63.42
南昌,202501.csv,SO2,10.59
南通,202501.csv,AQI,68.87
南通,202501.csv,CO,0.73
南通,202501.csv,NO2,37.56
南通,202501.csv,O3,54.12
南通,202501.csv,PM10,72.66
南通,202501.csv,PM2.5,45.9
南通,202501.csv,SO2,6.79
南阳,202501.csv,AQI,116.27
南阳,202501.csv,CO,0.81
南阳,202501.csv,NO2,31.47
南阳,202501.csv,O3,54.45
南阳,202501.csv,PM10,129.59
南阳,202501.csv,PM2.5,86.98
南阳,202501.csv,SO2,9.99
博尔塔拉蒙古自治州,202501.csv,AQI,64.8
博尔塔拉蒙古自治州,202501.csv,CO,1.07
博尔塔拉蒙古自治州,202501.csv,NO2,24.33
博尔塔拉蒙古自治州,202501.csv,O3,56.03
博尔塔拉蒙古自治州,202501.csv,PM10,69.91
博尔塔拉蒙古自治州,202501.csv,PM2.5,45.4
博尔塔拉蒙古自治州,202501.csv,SO2,8.04
厦门,202501.csv,AQI,48.49
厦门,202501.csv,CO,0.49
厦门,202501.csv,NO2,19.31
厦门,202501.csv,O3,85.15
厦门,202501.csv,PM10,50.85
厦门,202501.csv,PM2.5,27.76
厦门,202501.csv,SO2,2.79
双鸭山,202501.csv,AQI,98.34
双鸭山,202501.csv,CO,0.86
双鸭山,202501.csv,NO2,30.5
双鸭山,202501.csv,O3,44.26
双鸭山,202501.csv,PM10,95.74
双鸭山,202501.csv,PM2.5,72.65
双鸭山,202501.csv,SO2,14.93
台州,202501.csv,AQI,59.51
台州,202501.csv,CO,0.59
台州,202501.csv,NO2,26.36
台州,202501.csv,O3,64.27
台州,202501.csv,PM10,64.89
台州,202501.csv,PM2.5,39.46
台州,202501.csv,SO2,4.74
合肥,202501.csv,AQI,90.2
合肥,202501.csv,CO,0.73
合肥,202501.csv,NO2,44.38
合肥,202501.csv,O3,46.92
合肥,202501.csv,PM10,99.79
合肥,202501.csv,PM2.5,62.41
合肥,202501.csv,SO2,7.88
吉安,202501.csv,AQI,72.28
吉安,202501.csv,CO,0.62
吉安,202501.csv,NO2,31.16
吉安,202501.csv,O3,64.5
吉安,202501.csv,PM10,79.97
吉安,202501.csv,PM2.5,49.87
吉安,202501.csv,SO2,14.3
吉林,202501.csv,AQI,78.14
吉林,202501.csv,CO,1.0
吉林,202501.csv,NO2,31.14
吉林,202501.csv,O3,47.07
吉林,202501.csv,PM10,73.68
吉林,202501.csv,PM2.5,57.05
吉林,202501.csv,SO2,11.97
吐鲁番地区,202501.csv,AQI,125.88
吐鲁番地区,202501.csv,CO,1.91
吐鲁番地区,202501.csv,NO2,48.43
吐鲁番地区,202501.csv,O3,39.13
吐鲁番地区,202501.csv,PM10,165.2
吐鲁番地区,202501.csv,PM2.5,87.65
吐鲁番地区,202501.csv,SO2,6.97
吕梁,202501.csv,AQI,78.59
吕梁,202501.csv,CO,0.62
吕梁,202501.csv,NO2,36.94
吕梁,202501.csv,O3,28.88
吕梁,202501.csv,PM10,101.35
吕梁,202501.csv,PM2.5,37.9
吕梁,202501.csv,SO2,9.7
吴忠,202501.csv,AQI,85.39
吴忠,202501.csv,CO,0.79
吴忠,202501.csv,NO2,24.11
吴忠,202501.csv,O3,49.87
吴忠,202501.csv,PM10,106.75
吴忠,202501.csv,PM2.5,44.74
吴忠,202501.csv,SO2,18.24
周口,202501.csv,AQI,119.09
周口,202501.csv,CO,0.66
周口,202501.csv,NO2,29.48
周口,202501.csv,O3,54.4
周口,202501.csv,PM10,122.55
周口,202501.csv,PM2.5,87.66
周口,202501.csv,SO2,9.73
呼伦贝尔,202501.csv,AQI,38.14
呼伦贝尔,202501.csv,CO,0.44
呼伦贝尔,202501.csv,NO2,18.33
呼伦贝尔,202501.csv,O3,49.47
呼伦贝尔,202501.csv,PM10,33.9
呼伦贝尔,202501.csv,PM2.5,26.11
呼伦贝尔,202501.csv,SO2,6.71
呼和浩特,202501.csv,AQI,72.47
呼和浩特,202501.csv,CO,0.77
呼和浩特,202501.csv,NO2,37.04
呼和浩特,202501.csv,O3,37.7
呼和浩特,202501.csv,PM10,84.49
呼和浩特,202501.csv,PM2.5,49.85
呼和浩特,202501.csv,SO2,12.05
和田地区,202501.csv,AQI,141.65
和田地区,202501.csv,CO,1.43
和田地区,202501.csv,NO2,30.53
和田地区,202501.csv,O3,49.12
和田地区,202501.csv,PM10,207.25
和田地区,202501.csv,PM2.5,61.47
和田地区,202501.csv,SO2,14.54
咸宁,202501.csv,AQI,98.97
咸宁,202501.csv,CO,0.97
咸宁,202501.csv,NO2,29.54
咸宁,202501.csv,O3,57.07
咸宁,202501.csv,PM10,101.13
咸宁,202501.csv,PM2.5,72.41
咸宁,202501.csv,SO2,6.35
咸阳,202501.csv,AQI,122.62
咸阳,202501.csv,CO,0.95
咸阳,202501.csv,NO2,44.28
咸阳,202501.csv,O3,39.3
咸阳,202501.csv,PM10,143.83
咸阳,202501.csv,PM2.5,88.22
咸阳,202501.csv,SO2,7.31
哈密地区,202501.csv,AQI,80.51
哈密地区,202501.csv,CO,0.68
哈密地区,202501.csv,NO2,30.98
哈密地区,202501.csv,O3,43.37
哈密地区,202501.csv,PM10,110.35
哈密地区,202501.csv,PM2.5,40.44
哈密地区,202501.csv,SO2,7.98
哈尔滨,202501.csv,AQI,138.45
哈尔滨,202501.csv,CO,1.08
哈尔滨,202501.csv,NO2,46.27
哈尔滨,202501.csv,O3,33.39
哈尔滨,202501.csv,PM10,129.61
哈尔滨,202501.csv,PM2.5,106.47
哈尔滨,202501.csv,SO2,12.89
唐山,202501.csv,AQI,64.29
唐山,202501.csv,CO,0.85
唐山,202501.csv,NO2,39.36
唐山,202501.csv,O3,39.31
唐山,202501.csv,PM10,71.49
唐山,202501.csv,PM2.5,41.36
唐山,202501.csv,SO2,10.97
商丘,202501.csv,AQI,119.12
商丘,202501.csv,CO,0.82
商丘,202501.csv,NO2,34.56
商丘,202501.csv,O3,48.13
商丘,202501.csv,PM10,119.05
商丘,202501.csv,PM2.5,87.36
商丘,202501.csv,SO2,7.18
商洛,202501.csv,AQI,69.84
商洛,202501.csv,CO,0.7
商洛,202501.csv,NO2,29.13
商洛,202501.csv,O3,51.53
商洛,202501.csv,PM10,72.3
商洛,202501.csv,PM2.5,43.15
商洛,202501.csv,SO2,5.67
喀什地区,202501.csv,AQI,143.11
喀什地区,202501.csv,CO,2.27
喀什地区,202501.csv,NO2,60.26
喀什地区,202501.csv,O3,36.61
喀什地区,202501.csv,PM10,202.93
喀什地区,202501.csv,PM2.5,89.66
喀什地区,202501.csv,SO2,5.83
嘉兴,202501.csv,AQI,70.12
嘉兴,202501.csv,CO,0.68
嘉兴,202501.csv,NO2,38.63
嘉兴,202501.csv,O3,55.2
嘉兴,202501.csv,PM10,75.49
嘉兴,202501.csv,PM2.5,46.36
嘉兴,202501.csv,SO2,8.65
嘉峪关,202501.csv,AQI,62.15
嘉峪关,202501.csv,CO,0.63
嘉峪关,202501.csv,NO2,24.09
嘉峪关,202501.csv,O3,59.14
嘉峪关,202501.csv,PM10,75.94
嘉峪关,202501.csv,PM2.5,24.71
嘉峪关,202501.csv,SO2,18.28
四平,202501.csv,AQI,73.64
四平,202501.csv,CO,0.7
四平,202501.csv,NO2,33.83
四平,202501.csv,O3,41.7
四平,202501.csv,PM10,77.54
四平,202501.csv,PM2.5,50.6
四平,202501.csv,SO2,8.69
固原,202501.csv,AQI,70.06
固原,202501.csv,CO,0.74
固原,202501.csv,NO2,25.94
固原,202501.csv,O3,61.36
固原,202501.csv,PM10,78.48
固原,202501.csv,PM2.5,38.37
固原,202501.csv,SO2,8.82
塔城地区,202501.csv,AQI,32.48
塔城地区,202501.csv,CO,0.31
塔城地区,202501.csv,NO2,24.91
塔城地区,202501.csv,O3,38.79
塔城地区,202501.csv,PM10,34.87
塔城地区,202501.csv,PM2.5,17.28
塔城地区,202501.csv,SO2,4.11
大兴安岭地区,202501.csv,AQI,41.83
大兴安岭地区,202501.csv,CO,0.49
大兴安岭地区,202501.csv,NO2,15.13
大兴安岭地区,202501.csv,O3,47.58
大兴安岭地区,202501.csv,PM10,36.0
大兴安岭地区,202501.csv,PM2.5,28.03
大兴安岭地区,202501.csv,SO2,7.92
大同,202501.csv,AQI,68.25
大同,202501.csv,CO,0.96
大同,202501.csv,NO2,29.87
大同,202501.csv,O3,39.52
大同,202501.csv,PM10,83.04
大同,202501.csv,PM2.5,36.87
大同,202501.csv,SO2,20.36
大庆,202501.csv,AQI,107.51
大庆,202501.csv,CO,0.85
大庆,202501.csv,NO2,36.61
大庆,202501.csv,O3,42.04
大庆,202501.csv,PM10,100.25
大庆,202501.csv,PM2.5,81.08
大庆,202501.csv,SO2,7.89
大理州,202501.csv,AQI,33.11
大理州,202501.csv,CO,0.63
大理州,202501.csv,NO2,10.53
大理州,202501.csv,O3,69.83
大理州,202501.csv,PM10,27.24
大理州,202501.csv,PM2.5,21.47
大理州,202501.csv,SO2,6.79
大连,202501.csv,AQI,54.51
大连,202501.csv,CO,0.74
大连,202501.csv,NO2,22.81
大连,202501.csv,O3,55.45
大连,202501.csv,PM10,53.26
大连,202501.csv,PM2.5,34.39
大连,202501.csv,SO2,11.99
天水,202501.csv,AQI,84.59
天水,202501.csv,CO,1.15
天水,202501.csv,NO2,35.49
天水,202501.csv,O3,44.94
天水,202501.csv,PM10,90.73
天水,202501.csv,PM2.5,59.81
天水,202501.csv,SO2,15.64
天津,202501.csv,AQI,70.44
天津,202501.csv,CO,0.74
天津,202501.csv,NO2,39.77
天津,202501.csv,O3,38.85
天津,202501.csv,PM10,77.17
天津,202501.csv,PM2.5,46.68
天津,202501.csv,SO2,8.29
太原,202501.csv,AQI,82.53
太原,202501.csv,CO,0.87
太原,202501.csv,NO2,39.8
太原,202501.csv,O3,43.02
太原,202501.csv,PM10,93.95
太原,202501.csv,PM2.5,54.33
太原,202501.csv,SO2,19.14
威海,202501.csv,AQI,46.06
威海,202501.csv,CO,0.56
威海,202501.csv,NO2,20.33
威海,202501.csv,O3,60.8
威海,202501.csv,PM10,46.53
威海,202501.csv,PM2.5,28.4
威海,202501.csv,SO2,5.06
娄底,202501.csv,AQI,110.77
娄底,202501.csv,CO,0.93
娄底,202501.csv,NO2,30.7
娄底,202501.csv,O3,58.55
娄底,202501.csv,PM10,117.63
娄底,202501.csv,PM2.5,84.99
娄底,202501.csv,SO2,12.46
孝感,202501.csv,AQI,119.69
孝感,202501.csv,CO,0.93
孝感,202501.csv,NO2,34.48
孝感,202501.csv,O3,54.46
孝感,202501.csv,PM10,132.21
孝感,202501.csv,PM2.5,87.07
孝感,202501.csv,SO2,8.95
宁德,202501.csv,AQI,51.02
宁德,202501.csv,CO,0.49
宁德,202501.csv,NO2,12.62
宁德,202501.csv,O3,72.96
宁德,202501.csv,PM10,49.53
宁德,202501.csv,PM2.5,34.83
宁德,202501.csv,SO2,4.17
宁波,202501.csv,AQI,64.74
宁波,202501.csv,CO,0.7
宁波,202501.csv,NO2,38.28
宁波,202501.csv,O3,54.74
宁波,202501.csv,PM10,71.8
宁波,202501.csv,PM2.5,42.63
宁波,202501.csv,SO2,8.1
安庆,202501.csv,AQI,98.08
安庆,202501.csv,CO,0.8
安庆,202501.csv,NO2,35.83
安庆,202501.csv,O3,56.56
安庆,202501.csv,PM10,102.35
安庆,202501.csv,PM2.5,69.91
安庆,202501.csv,SO2,9.87
安康,202501.csv,AQI,83.35
安康,202501.csv,CO,0.83
安康,202501.csv,NO2,28.2
安康,202501.csv,O3,38.66
安康,202501.csv,PM10,85.84
安康,202501.csv,PM2.5,59.61
安康,202501.csv,SO2,6.63
安阳,202501.csv,AQI,97.14
安阳,202501.csv,CO,0.9
安阳,202501.csv,NO2,30.93
安阳,202501.csv,O3,42.29
安阳,202501.csv,PM10,104.95
安阳,202501.csv,PM2.5,66.56
安阳,202501.csv,SO2,8.78
安顺,202501.csv,AQI,56.95
安顺,202501.csv,CO,0.71
安顺,202501.csv,NO2,15.62
安顺,202501.csv,O3,73.69
安顺,202501.csv,PM10,50.22
安顺,202501.csv,PM2.5,40.06
安顺,202501.csv,SO2,21.58
定西,202501.csv,AQI,73.65
定西,202501.csv,CO,1.22
定西,202501.csv,NO2,25.74
定西,202501.csv,O3,36.88
定西,202501.csv,PM10,85.73
定西,202501.csv,PM2.5,49.0
定西,202501.csv,SO2,15.72
宜宾,202501.csv,AQI,102.47
宜宾,202501.csv,CO,0.82
宜宾,202501.csv,NO2,29.11
宜宾,202501.csv,O3,45.34
宜宾,202501.csv,PM10,94.22
宜宾,202501.csv,PM2.5,75.79
宜宾,202501.csv,SO2,9.08
宜昌,202501.csv,AQI,116.81
宜昌,202501.csv,CO,0.86
宜昌,202501.csv,NO2,31.65
宜昌,202501.csv,O3,53.07
宜昌,202501.csv,PM10,117.74
宜昌,202501.csv,PM2.5,86.18
宜昌,202501.csv,SO2,7.67
宜春,202501.csv,AQI,71.18
宜春,202501.csv,CO,0.94
宜春,202501.csv,NO2,26.12
宜春,202501.csv,O3,57.07
宜春,202501.csv,PM10,79.36
宜春,202501.csv,PM2.5,48.9
宜春,202501.csv,SO2,10.85
宝鸡,202501.csv,AQI,105.13
宝鸡,202501.csv,CO,0.83
宝鸡,202501.csv,NO2,33.79
宝鸡,202501.csv,O3,44.14
宝鸡,202501.csv,PM10,105.01
宝鸡,202501.csv,PM2.5,74.76
宝鸡,202501.csv,SO2,10.62
宣城,202501.csv,AQI,78.84
宣城,202501.csv,CO,0.68
宣城,202501.csv,NO2,29.53
宣城,202501.csv,O3,60.03
宣城,202501.csv,PM10,81.8
宣城,202501.csv,PM2.5,54.59
宣城,202501.csv,SO2,7.13
宿州,202501.csv,AQI,101.23
宿州,202501.csv,CO,0.64
宿州,202501.csv,NO2,33.88
宿州,202501.csv,O3,53.6
宿州,202501.csv,PM10,113.71
宿州,202501.csv,PM2.5,71.72
宿州,202501.csv,SO2,8.29
宿迁,202501.csv,AQI,100.54
宿迁,202501.csv,CO,0.77
宿迁,202501.csv,NO2,32.81
宿迁,202501.csv,O3,53.33
宿迁,202501.csv,PM10,102.87
宿迁,202501.csv,PM2.5,73.31
宿迁,202501.csv,SO2,5.59
山南,202501.csv,AQI,41.11
山南,202501.csv,CO,0.44
山南,202501.csv,NO2,11.02
山南,202501.csv,O3,72.53
山南,202501.csv,PM10,43.61
山南,202501.csv,PM2.5,14.93
山南,202501.csv,SO2,3.8
岳阳,202501.csv,AQI,108.27
岳阳,202501.csv,CO,0.79
岳阳,202501.csv,NO2,39.93
岳阳,202501.csv,O3,52.34
